64,64
11404396,2669074,1656360,4122828,1092545,15824784,14039856,12124756,4625979,15208788,15796696,12409624,9177078,13446326,15431462,6244596,4923211,14983990,7575110,10399881,15406351,6553140,685165,559133,5876697,6378528,5583024,9761847,4061479,1389062,14286567,10844732,13107595,16742506,11813559,9181533,11642149,16150297,14098162,3456124,5037614,10026429,14136637,2460047,9172953,10325787,7594967,9948066,5304839,1494178,6009489,13226873,15089117,14646205,12837054,42838,14434466,9544166,3886949,13813638,4554369,14038331,13552022,9082578
14514136,7285262,14457568,11928769,6324820,11742611,5222901,8222619,4550595,11087846,9384942,12965762,8345112,433005,14938468,12853462,10554358,14039782,15579947,7968450,10034889,8040893,6251655,13060328,5132629,16375119,14802282,1487264,5558601,8058854,10040885,682957,13159045,4814866,15906959,1302305,11354272,11476558,16127067,12922045,12419717,4994109,4107323,5964080,4999115,4712269,590314,9163236,4158625,3317490,4983724,9719436,2945537,6831165,202955,9885265,9686645,120563,12749124,5291733,13769323,13689123,13264863,13936440
14076235,11092362,13530616,3116363,7079713,3269912,3878763,292946,5683322,1948700,9503841,13390797,2729194,2675639,8073993,7346753,1051373,875055,2343225,7462317,7771636,11979712,3307949,6360506,2970781,16652950,8672566,16323559,4948417,3510904,11602788,12216955,2435551,3258135,16609819,13500787,701728,274808,1043062,148330,6776565,2661348,2094684,15545218,5397034,15987552,2145426,8734778,2956883,1058417,14549732,1655295,11707939,15578392,3061464,1098382,2822451,15360183,6457512,10706921,14104469,14583989,5324965,12637912
12241540,7396849,8369036,3607271,10789251,175874,10659266,14290690,7441676,9800918,8232443,121965,7734793,3719768,9913996,2862428,3841875,8540199,10223089,15863953,2804437,357657,14470311,13450363,11301048,11989951,11268924,12663392,6481328,5877692,3219217,5382832,6792082,988923,753742,4103190,10048010,14813190,8485221,5851,4336578,12020816,15496104,1682160,9017757,6746925,4846999,4762307,2922958,8901489,2631151,14916409,2054006,2641583,3607581,2070063,13928399,3788893,14905355,2415453,8327827,507104,14454453,13600188
9591212,9842100,13111520,315169,5255228,13242305,4722307,13089492,132810,15419230,10871581,13500335,5838311,4615644,11946469,5721496,10144232,3091559,4137887,15400941,12122157,14316431,15991362,4040091,11360560,12523064,12580532,7108526,6871440,12266274,15217914,13035496,12446272,5930397,13192516,15184107,2284050,3008649,1510060,10040634,875100,13917751,16313053,1490912,16390815,2217002,4156400,1293595,5273181,6901726,15778743,6654337,8115343,8688868,11349294,3872175,13028301,13627131,14914418,8801806,14458151,9604763,12112180,11519199
5213,7335146,2079065,213689,7489242,10417484,16090644,4464787,3528502,15761035,13691700,2081304,11459515,7970523,3804057,7297359,5876910,10206600,15799770,14773592,7473739,1501372,14632723,7419522,1812928,4480350,8817168,2278871,248688,11830472,6892,1523569,13784496,1751613,1907352,5045120,4792269,9420824,12969794,725237,7465028,4838277,16103475,3408268,11717962,14263379,11609118,11606310,5116017,1523405,3535459,16752746,2644264,14027662,6155891,3079748,2472047,7972426,11013737,3906310,4847528,2023600,8652182,5977481
8117441,11119364,11470658,2103296,5891172,4904372,11801282,15603484,15880070,12404913,14948899,10052553,14681739,2066211,16475936,3141705,1078781,580306,13042377,128422,3607582,7898791,6945592,9529140,9243437,4470152,8665828,8105944,11216724,249800,16682555,5424294,8296059,8255418,7139227,2639757,4308367,4446596,15466056,4571746,13001270,13225619,2849385,11390101,8109518,15217354,4036339,13774261,7916880,8541184,8694901,219395,10658343,5898271,13229965,8849329,9716574,7990280,3790314,5010692,5315983,5204533,8867171,15011073
14481907,6087506,15185968,8015085,13732296,60051,5294324,7205061,14365087,15733886,9297581,6770070,14966430,14040293,2747128,8664102,13119081,1529888,5396930,6775494,4803340,15666125,2480996,3287532,977890,168142,6555095,14185129,8593800,914033,12751947,11552848,5518939,11729198,12189394,6452694,4187609,8853705,12249502,5896138,11555813,9724404,2294173,7074364,2685765,13504028,6106077,1977990,14328701,2528133,174629,4401577,7702731,15595869,14515570,11865655,5241509,14845704,6805411,8080238,5716741,12670412,788441,4892864
6641233,5227659,16632229,13052295,5816138,565979,16441548,14352685,10414964,14015511,74405,10682000,3627581,7964445,9616685,12262717,11386238,4962466,12487443,8475142,10055005,1517371,13236354,3537283,8692627,8966933,14608,15282345,15994670,14612701,16225590,12673922,9703535,9620218,12493495,8605044,7064796,7110804,9973576,11179080,596345,7327687,1369152,16175246,16635055,3349960,15670416,12776103,10663797,6593961,783572,5033121,6979974,7699044,3518018,857471,12755593,13241817,1702757,8662171,1921378,13949268,1824920,10415615
12852282,11344086,15299930,15004884,2574915,1021587,12051904,1754749,8803121,2876461,13182885,816004,64948,12440045,5650008,5309892,5844085,10872908,362156,5783774,1056958,2458730,9970575,8943311,11323049,16631955,10127435,14945399,6419232,7661602,16461390,9655107,9376505,4748326,9938248,10265204,4917022,607121,11517487,5678832,15435345,4604828,13187562,14785787,14069432,10291211,14416136,300377,13825494,474535,5366341,8412440,480949,10186020,8794383,7956320,3231968,11305,13695994,4791334,7466940,3559780,8789098,7306603
